 0.52359877559830E-01 0.00000000000000E+00 0.00000000000000E+00
 0.15707963267949E+00 0.00000000000000E+00 0.00000000000000E+00
 0.26179938779915E+00 0.00000000000000E+00 0.00000000000000E+00
 0.36651914291881E+00 0.47746482927569E-02 0.47734544814386E-02
 0.47123889803847E+00 0.00000000000000E+00 0.00000000000000E+00
 0.57595865315813E+00 0.95492965855137E-02 0.67489953405239E-02
 0.68067840827779E+00 0.47746482927569E-02 0.47734544814386E-02
 0.78539816339745E+00 0.28647889756541E-01 0.11677895663321E-01
 0.89011791851711E+00 0.81169020976867E-01 0.19602533572188E-01
 0.99483767363677E+00 0.85943669269623E-01 0.20165754055024E-01
 0.10995574287564E+01 0.13846480048995E+00 0.25525173315355E-01
 0.12042771838761E+01 0.19098593171027E+00 0.29894026823521E-01
 0.13089969389957E+01 0.33900002878574E+00 0.39511332537994E-01
 0.14137166941154E+01 0.37719721512779E+00 0.41591407402160E-01
 0.15184364492351E+01 0.52998596049601E+00 0.48888178553777E-01
 0.16231562043547E+01 0.74961978196283E+00 0.57430008735944E-01
 0.17278759594744E+01 0.71142259562077E+00 0.56068989885939E-01
 0.18325957145940E+01 0.81169020976867E+00 0.59549263437949E-01
 0.19373154697137E+01 0.10313240312355E+01 0.66275145388869E-01
 0.20420352248334E+01 0.88808458245278E+00 0.62015678845246E-01
 0.21467549799530E+01 0.80691556147591E+00 0.59390080369738E-01
 0.22514747350727E+01 0.84511274781796E+00 0.60646585726600E-01
 0.23561944901923E+01 0.60638033318012E+00 0.52071146216940E-01
 0.24609142453120E+01 0.42971834634812E+00 0.44265393256620E-01
 0.25656340004317E+01 0.36764791854228E+00 0.41082928456955E-01
 0.26703537555513E+01 0.28170424927265E+00 0.36129767101697E-01
 0.27750735106710E+01 0.14323944878271E+00 0.25954945959142E-01
 0.28797932657906E+01 0.66845076098596E-01 0.17802460402260E-01
 0.29845130209103E+01 0.14323944878271E-01 0.82637286535885E-02
 0.30892327760300E+01 0.47746482927569E-02 0.47734544814386E-02


 0.12500000000000E-01 0.87575086942776E+00 0.52039570652286E-01
 0.37500000000000E-01 0.90736642428075E+00 0.52949178342461E-01
 0.62500000000000E-01 0.88523553588365E+00 0.52314272204634E-01
 0.87500000000000E-01 0.83781220360417E+00 0.50924552606240E-01
 0.11250000000000E+00 0.78406576035409E+00 0.49297845075166E-01
 0.13750000000000E+00 0.79671198229529E+00 0.49685804870067E-01
 0.16250000000000E+00 0.69238065128043E+00 0.46380053013071E-01
 0.18750000000000E+00 0.85045842554537E+00 0.51299164621674E-01
 0.21250000000000E+00 0.69554220676573E+00 0.46483953449878E-01
 0.23750000000000E+00 0.69554220676573E+00 0.46483953449878E-01
 0.26250000000000E+00 0.68921909579513E+00 0.46275902223557E-01
 0.28750000000000E+00 0.73980398355991E+00 0.47913177458426E-01
 0.31250000000000E+00 0.71451153967752E+00 0.47102191161022E-01
 0.33750000000000E+00 0.62282643060386E+00 0.44027719961402E-01
 0.36250000000000E+00 0.67341131836864E+00 0.45751333000383E-01
 0.38750000000000E+00 0.68921909579513E+00 0.46275902223557E-01
 0.41250000000000E+00 0.59121087575087E+00 0.42912929302234E-01
 0.43750000000000E+00 0.66392665191274E+00 0.45433475736144E-01
 0.46250000000000E+00 0.66708820739804E+00 0.45539692014816E-01
 0.48750000000000E+00 0.58488776478027E+00 0.42686255585241E-01
 0.51250000000000E+00 0.61650331963326E+00 0.43807175675977E-01
 0.53750000000000E+00 0.55959532089788E+00 0.41766504187157E-01
 0.56250000000000E+00 0.50901043313310E+00 0.39859583710245E-01
 0.58750000000000E+00 0.55643376541258E+00 0.41650021834095E-01
 0.61250000000000E+00 0.58804932026557E+00 0.42799751735511E-01
 0.63750000000000E+00 0.46791021182422E+00 0.38236361300896E-01
 0.66250000000000E+00 0.51849509958900E+00 0.40224400997455E-01
 0.68750000000000E+00 0.45210243439772E+00 0.37592441403892E-01
 0.71250000000000E+00 0.56907998735378E+00 0.42113905677183E-01
 0.73750000000000E+00 0.40467910211824E+00 0.35587520535295E-01
 0.76250000000000E+00 0.48371798925071E+00 0.38869107257112E-01
 0.78750000000000E+00 0.50268732216250E+00 0.39614406031665E-01
 0.81250000000000E+00 0.44894087891242E+00 0.37462266022921E-01
 0.83750000000000E+00 0.44894087891242E+00 0.37462266022921E-01
 0.86250000000000E+00 0.37306354726525E+00 0.34182755237640E-01
 0.88750000000000E+00 0.40467910211824E+00 0.35587520535295E-01
 0.91250000000000E+00 0.42680999051533E+00 0.36537449392076E-01
 0.93750000000000E+00 0.36041732532406E+00 0.33603752308160E-01
 0.96250000000000E+00 0.38254821372115E+00 0.34610411798858E-01
 0.98750000000000E+00 0.46791021182422E+00 0.38236361300896E-01
 0.10125000000000E+01 0.44894087891242E+00 0.37462266022921E-01
 0.10375000000000E+01 0.36990199177996E+00 0.34038962662045E-01
 0.10625000000000E+01 0.32880177047107E+00 0.32108878821292E-01
 0.10875000000000E+01 0.36357888080936E+00 0.33749469416332E-01
 0.11125000000000E+01 0.38887132469175E+00 0.34892491132634E-01
 0.11375000000000E+01 0.39203288017705E+00 0.35032645256023E-01
 0.11625000000000E+01 0.36990199177996E+00 0.34038962662045E-01
 0.11875000000000E+01 0.31931710401518E+00 0.31646163544160E-01
 0.12125000000000E+01 0.37622510275055E+00 0.34325922450955E-01
 0.12375000000000E+01 0.29086310464749E+00 0.30214120006374E-01
 0.12625000000000E+01 0.32247865950047E+00 0.31801174891584E-01
 0.12875000000000E+01 0.31931710401518E+00 0.31646163544160E-01
 0.13125000000000E+01 0.28137843819159E+00 0.29720964547833E-01
 0.13375000000000E+01 0.32247865950047E+00 0.31801174891584E-01
 0.13625000000000E+01 0.33828643692697E+00 0.32564801715270E-01
 0.13875000000000E+01 0.27505532722099E+00 0.29387462587024E-01
 0.14125000000000E+01 0.31615554852988E+00 0.31490364075166E-01
 0.14375000000000E+01 0.25924754979450E+00 0.28536176433652E-01
 0.14625000000000E+01 0.23711666139741E+00 0.27298600229986E-01
 0.14875000000000E+01 0.21498577300032E+00 0.26000699237631E-01
 0.15125000000000E+01 0.23395510591211E+00 0.27117076826019E-01
 0.15375000000000E+01 0.29718621561808E+00 0.30538336948027E-01
 0.15625000000000E+01 0.22447043945621E+00 0.26564886946271E-01
 0.15875000000000E+01 0.23711666139741E+00 0.27298600229986E-01
 0.16125000000000E+01 0.26873221625040E+00 0.29050023420485E-01
 0.16375000000000E+01 0.27505532722099E+00 0.29387462587024E-01
 0.16625000000000E+01 0.19917799557382E+00 0.25031513411939E-01
 0.16875000000000E+01 0.24027821688271E+00 0.27478895781839E-01
 0.17125000000000E+01 0.26873221625040E+00 0.29050023420485E-01
 0.17375000000000E+01 0.22447043945621E+00 0.26564886946271E-01
 0.17625000000000E+01 0.15807777426494E+00 0.22311355507055E-01
 0.17875000000000E+01 0.18337021814733E+00 0.24022436702863E-01
 0.18125000000000E+01 0.20866266202972E+00 0.25617517876479E-01
 0.18375000000000E+01 0.18653177363263E+00 0.24227679727214E-01
 0.18625000000000E+01 0.16756244072083E+00 0.22968212059249E-01
 0.18875000000000E+01 0.18337021814733E+00 0.24022436702863E-01
 0.19125000000000E+01 0.17388555169143E+00 0.23395704420766E-01
 0.19375000000000E+01 0.22447043945621E+00 0.26564886946271E-01
 0.19625000000000E+01 0.19601644008852E+00 0.24833042183629E-01
 0.19875000000000E+01 0.19285488460322E+00 0.24632939825362E-01
 0.20125000000000E+01 0.18337021814733E+00 0.24022436702863E-01
 0.20375000000000E+01 0.15491621877964E+00 0.22087991403440E-01
 0.20625000000000E+01 0.15175466329434E+00 0.21862309206917E-01
